Sender,Receiver,Ligand,Receptor,LRscore
Bcell,Macrophage,CD22,PTPRC,0
Bcell,Malignant,CD22,PTPRC,0
Bcell,Macrophage,CD38,PECAM1,0
Bcell,Malignant,CD38,PECAM1,0
Tcell,Stroma,CD40LG,CD40,0
Tcell,Malignant,CD40LG,ITGA5,0
Tcell,Stroma,CD40LG,ITGA5,0
Tcell,Malignant,CD40LG,ITGB1,0
Tcell,Stroma,CD40LG,ITGB1,0
Tcell,Stroma,CD40LG,ITGB2,0
Tcell,Malignant,CD40LG,TRAF3,0
Tcell,Stroma,CD40LG,TRAF3,0
Bcell,Macrophage,CD48,CD2,0
Bcell,Malignant,CD48,CD2,0
Bcell,Stroma,CD48,CD2,0
Tcell,Stroma,CD48,CD2,0
Tcell,Stroma,CD58,CD2,0
Bcell,Malignant,CD96,PVR,0
Bcell,Stroma,CD96,PVR,0
Tcell,Stroma,CD96,PVR,0
Malignant,Tcell,CDH1,KLRG1,0
Stroma,Tcell,CFH,ITGAM,0
Tcell,Malignant,CLCF1,IL6ST,0
Tcell,Stroma,CLCF1,IL6ST,0
Stroma,Tcell,CLEC11A,ITGB1,0
Bcell,Macrophage,CLEC2D,KLRB1,0
Bcell,Tcell,CLEC2D,KLRB1,0
Stroma,Tcell,COL11A1,ITGB1,0
Stroma,Tcell,COL18A1,ITGA5,0
Stroma,Tcell,COL18A1,ITGB1,0
Stroma,Tcell,COL1A1,ITGA1,0
Stroma,Tcell,COL1A1,ITGA5,0
Stroma,Tcell,COL1A1,ITGAV,0
Stroma,Tcell,COL1A1,ITGB1,0
Stroma,Tcell,COL1A1,SDC1,0
Stroma,Tcell,COL1A2,ITGA1,0
Stroma,Tcell,COL1A2,ITGAV,0.06636883900295655
Stroma,Tcell,COL1A2,ITGB1,0
Stroma,Tcell,COL1A2,SDC1,0.08816703474820596
Stroma,Tcell,COL3A1,ITGB1,0
Stroma,Tcell,COL4A1,ITGA1,0
Stroma,Tcell,COL4A1,ITGAV,0.012510126039204351
Stroma,Tcell,COL4A1,ITGB1,0
Stroma,Tcell,COL4A1,SDC1,0.01756228950120929
Stroma,Tcell,COL4A2,ITGA1,0
Stroma,Tcell,COL4A2,ITGAV,0
Stroma,Tcell,COL4A2,ITGB1,0
Stroma,Tcell,COL4A2,SDC1,0
Tcell,Stroma,COL4A3,CD44,0
Tcell,Stroma,COL4A3,CD47,0
Tcell,Stroma,COL4A3,ITGA11,0
Tcell,Malignant,COL4A3,ITGA1,0
Tcell,Stroma,COL4A3,ITGA1,0
Tcell,Stroma,COL4A3,ITGAV,0
Tcell,Malignant,COL4A3,ITGB1,0
Tcell,Stroma,COL4A3,ITGB1,0
Tcell,Malignant,COL4A3,SDC1,0
Tcell,Stroma,COL4A3,SDC1,0
Tcell,Stroma,COL4A3,SDC4,0
Stroma,Tcell,COL5A1,ITGA1,0
Stroma,Tcell,COL5A1,ITGB1,0
Stroma,Tcell,COL5A2,ITGA1,0
Stroma,Tcell,COL5A2,ITGB1,0
Stroma,Tcell,COL6A1,ITGA1,0
Stroma,Tcell,COL6A1,ITGA6,0
Stroma,Tcell,COL6A1,ITGAV,0
Stroma,Tcell,COL6A1,ITGB1,0
Stroma,Tcell,COL6A1,SDC1,0
Stroma,Tcell,COL6A2,ITGA1,0
Stroma,Tcell,COL6A2,ITGAV,0.041743189742222575
Stroma,Tcell,COL6A2,ITGB1,0
Stroma,Tcell,COL6A2,SDC1,0.05684951805699548
Stroma,Tcell,COL6A3,ITGA1,0
Stroma,Tcell,COL6A3,ITGAV,0
Stroma,Tcell,COL6A3,ITGB1,0
Stroma,Tcell,COL6A3,SDC1,0
Stroma,Tcell,COL7A1,ITGB1,0
Stroma,Tcell,COL8A1,ITGA1,0
Stroma,Tcell,COMP,ITGA5,0
Stroma,Tcell,COMP,ITGAV,0.017334062385240368
Stroma,Tcell,COMP,ITGB1,0
Stroma,Tcell,COMP,SDC1,0
Bcell,Macrophage,CRTAM,CADM1,0
Bcell,Malignant,CRTAM,CADM1,0
Bcell,Stroma,CRTAM,CADM1,0
Tcell,Stroma,CRTAM,CADM1,0
Tcell,Stroma,CSF1,CSF1R,0
Stroma,Tcell,CSPG4,ITGB1,0
Bcell,Stroma,CTSG,F2RL2,0
Tcell,Stroma,CTSG,F2RL2,0
Bcell,Macrophage,CX3CL1,ITGAV,0
Bcell,Malignant,CX3CL1,ITGAV,0
Bcell,Stroma,CX3CL1,ITGAV,0
Bcell,Tcell,CX3CL1,ITGAV,0
Endothelial,Malignant,CX3CL1,ITGAV,0
Endothelial,Stroma,CX3CL1,ITGAV,0
Tcell,Stroma,CX3CL1,ITGAV,0
Endothelial,Malignant,CXCL12,CXCR4,0
Endothelial,Malignant,CXCL12,ITGA5,0
Endothelial,Stroma,CXCL12,ITGA5,0
Endothelial,Malignant,CXCL12,ITGAV,0
Endothelial,Stroma,CXCL12,ITGAV,0
Endothelial,Malignant,CXCL12,ITGB1,0
Endothelial,Stroma,CXCL12,ITGB1,0
Endothelial,Malignant,CXCL12,SDC4,0
Macrophage,Endothelial,CXCL12,ITGA5,0
Stroma,Tcell,CXCL12,CD4,0
Stroma,Tcell,CXCL12,CXCR4,0
Stroma,Tcell,CXCL12,ITGA5,0
Stroma,Tcell,CXCL12,ITGAV,0
Stroma,Tcell,CXCL12,ITGB1,0
Tcell,Malignant,CXCL12,CD4,0
Tcell,Stroma,CXCL12,CD4,0
Tcell,Malignant,CXCL12,ITGA5,0
Tcell,Stroma,CXCL12,ITGA5,0
Tcell,Stroma,CXCL12,ITGAV,0
Tcell,Malignant,CXCL12,ITGB1,0
Tcell,Stroma,CXCL12,ITGB1,0
Tcell,Stroma,CXCL12,SDC4,0
Stroma,Tcell,DCN,TLR2,0
Endothelial,Malignant,DLL4,NOTCH1,0
Endothelial,Stroma,DLL4,NOTCH1,0
Endothelial,Malignant,DLL4,NOTCH2,0
Endothelial,Stroma,DLL4,NOTCH2,0
Endothelial,Malignant,DLL4,NOTCH3,0
Endothelial,Stroma,DLL4,NOTCH3,0
Bcell,Macrophage,EBI3,IL27RA,0
Bcell,Macrophage,EBI3,IL6ST,0
Bcell,Malignant,EBI3,IL6ST,0
Bcell,Stroma,EBI3,IL6ST,0
Tcell,Malignant,EBI3,IL6ST,0
Tcell,Stroma,EBI3,IL6ST,0
Stroma,Tcell,ECM1,ITGB4,0
Stroma,Tcell,EDIL3,ITGB5,0
Endothelial,Stroma,EFNB1,EPHB2,0
Endothelial,Stroma,EFNB1,EPHB3,0
Endothelial,Stroma,EFNB1,EPHB4,0
Endothelial,Malignant,EFNB1,ERBB2,0
Endothelial,Stroma,EFNB1,ERBB2,0
Stroma,Tcell,EFNB1,ERBB2,0
Bcell,Macrophage,EPHA4,EFNB1,0
Bcell,Stroma,EPHA4,EFNB1,0
Tcell,Stroma,EPHA4,EFNB1,0
Tcell,Stroma,F10,ITGB2,0
Stroma,Tcell,F13A1,ITGB1,0
Macrophage,Endothelial,FASLG,TNFRSF1A,0
Stroma,Tcell,FBLN1,ITGB1,0
Tcell,Malignant,FBLN1,ITGB1,0
Tcell,Stroma,FBLN1,ITGB1,0
Stroma,Tcell,FBN1,ITGA5,0
Stroma,Tcell,FBN1,ITGAV,0
Stroma,Tcell,FBN1,ITGB1,0
Bcell,Macrophage,FCER2,ITGAM,0
Bcell,Macrophage,FCER2,ITGAV,0
Bcell,Malignant,FCER2,ITGAV,0
Bcell,Stroma,FCER2,ITGAV,0
Bcell,Tcell,FCER2,ITGAV,0
Bcell,Macrophage,FCER2,ITGB2,0
Bcell,Malignant,FCER2,ITGB2,0
Bcell,Stroma,FCER2,ITGB2,0
Tcell,Stroma,FCER2,ITGAV,0
Tcell,Stroma,FCER2,ITGB2,0
Stroma,Tcell,FGF1,NRP1,0
Bcell,Macrophage,FGF7,FGFR1,0
Bcell,Malignant,FGF7,FGFR1,0
Bcell,Stroma,FGF7,FGFR1,0
Bcell,Macrophage,FGF7,NRP1,0
Bcell,Malignant,FGF7,NRP1,0
Bcell,Stroma,FGF7,NRP1,0
Endothelial,Malignant,FGF7,FGFR1,0
Endothelial,Malignant,FGF7,NRP1,0
Endothelial,Stroma,FGF7,NRP1,0
Stroma,Tcell,FGF7,NRP1,0
Tcell,Stroma,FGF7,FGFR1,0
Tcell,Macrophage,FGF7,NRP1,0
Tcell,Stroma,FGF7,NRP1,0
Stroma,Tcell,FN1,CD79A,0
Stroma,Tcell,FN1,ITGA5,0
Stroma,Tcell,FN1,ITGA6,0.009233761666005265
Stroma,Tcell,FN1,ITGAV,0.05430856359661581
Stroma,Tcell,FN1,ITGB1,0
Stroma,Tcell,FN1,ITGB7,0
Stroma,Tcell,FN1,SDC1,0.07302399765558058
Stroma,Tcell,GAS6,AXL,0
Tcell,Malignant,GAS6,AXL,0
Tcell,Stroma,GAS6,AXL,0
Endothelial,Malignant,GNAI2,IGF1R,0
Endothelial,Stroma,GNAI2,IGF1R,0
Endothelial,Malignant,GNAI2,UNC5B,0
Macrophage,Endothelial,GRN,TNFRSF1A,0
Macrophage,Endothelial,GRN,TNFRSF1B,0
Tcell,Stroma,GZMA,F2RL2,0
Tcell,Stroma,HAS2,CD44,0
Macrophage,Stroma,HBEGF,CD44,0
Bcell,Macrophage,HGF,CD44,0
Bcell,Malignant,HGF,CD44,0
Bcell,Macrophage,HGF,SDC1,0
Bcell,Malignant,HGF,SDC1,0
Bcell,Stroma,HGF,SDC1,0
Bcell,Macrophage,HGF,SDC2,0
Bcell,Malignant,HGF,SDC2,0
Bcell,Stroma,HGF,SDC2,0
Macrophage,Stroma,HGF,CD44,0
Macrophage,Malignant,HGF,SDC2,0
Bcell,Macrophage,HLA-DOA,CD4,0
Bcell,Malignant,HLA-DOA,CD4,0
Bcell,Macrophage,HLA-DOB,CD4,0
Bcell,Malignant,HLA-DOB,CD4,0
Endothelial,Malignant,HSPG2,ITGB1,0
Endothelial,Stroma,HSPG2,ITGB1,0
Endothelial,Malignant,HSPG2,SDC1,0.039182956128077095
Endothelial,Stroma,HSPG2,SDC1,0.03334364150582191
Stroma,Tcell,HSPG2,ITGB1,0
Stroma,Tcell,HSPG2,SDC1,0.02753409446888645
Bcell,Macrophage,ICAM2,ITGAL,0
Bcell,Malignant,ICAM2,ITGAL,0
Bcell,Macrophage,ICAM2,ITGAM,0
Bcell,Macrophage,ICAM2,ITGB2,0
Bcell,Malignant,ICAM2,ITGB2,0
Bcell,Stroma,ICAM2,ITGB2,0
Endothelial,Malignant,ICAM2,ITGAL,0
Endothelial,Malignant,ICAM2,ITGB2,0
Endothelial,Stroma,ICAM2,ITGB2,0
Macrophage,Endothelial,ICAM2,ITGAL,0
Tcell,Malignant,ICAM2,ITGAL,0
Tcell,Stroma,ICAM2,ITGB2,0
Bcell,Macrophage,ICAM3,CD209,0
Bcell,Macrophage,ICAM3,ITGAL,0
Bcell,Malignant,ICAM3,ITGAL,0
Bcell,Macrophage,ICAM3,ITGB2,0
Bcell,Malignant,ICAM3,ITGB2,0
Bcell,Stroma,ICAM3,ITGB2,0
Tcell,Malignant,ICAM3,ITGAL,0
Tcell,Stroma,ICAM3,ITGB2,0
Tcell,Stroma,ICOS,ICOSLG,0
Bcell,Malignant,IGF1,IGF1R,0
Bcell,Stroma,IGF1,IGF1R,0
Bcell,Macrophage,IGF1,INSR,0
Bcell,Malignant,IGF1,INSR,0
Bcell,Stroma,IGF1,INSR,0
Bcell,Macrophage,IGF1,ITGA6,0
Bcell,Malignant,IGF1,ITGA6,0
Bcell,Macrophage,IGF1,ITGAV,0
Bcell,Malignant,IGF1,ITGAV,0
Bcell,Stroma,IGF1,ITGAV,0
Bcell,Tcell,IGF1,ITGAV,0
Bcell,Macrophage,IGF1,ITGB4,0
Bcell,Malignant,IGF1,ITGB4,0
Bcell,Stroma,IGF1,ITGB4,0
Stroma,Tcell,IGF1,IGF1R,0
Stroma,Tcell,IGF1,ITGA6,0
Stroma,Tcell,IGF1,ITGAV,0
Stroma,Tcell,IGF1,ITGB4,0
Endothelial,Malignant,IL15,IL2RG,0
Bcell,Macrophage,IL16,CD4,0
Bcell,Malignant,IL16,CD4,0
Tcell,Malignant,IL16,CD4,0
Tcell,Stroma,IL16,CD4,0
Bcell,Macrophage,IL34,CSF1R,0
Bcell,Malignant,IL34,CSF1R,0
Bcell,Stroma,IL34,CSF1R,0
Tcell,Stroma,IL34,CSF1R,0
Tcell,Malignant,IL6,IL6ST,0
Tcell,Stroma,IL6,IL6ST,0
Stroma,Tcell,INHBA,ENG,0
Bcell,Macrophage,ITGA4,VCAM1,0
Bcell,Stroma,ITGA4,VCAM1,0
Bcell,Tcell,ITGA4,VCAM1,0
Tcell,Stroma,ITGA4,VCAM1,0
Bcell,Tcell,ITGAL,CD226,0
Bcell,Macrophage,ITGAL,ICAM1,0
Bcell,Malignant,ITGAL,ICAM1,0
Bcell,Stroma,ITGAL,ICAM1,0
Tcell,Stroma,ITGAL,ICAM1,0
Bcell,Macrophage,ITGAM,ICAM1,0
Bcell,Malignant,ITGAM,ICAM1,0
Bcell,Stroma,ITGAM,ICAM1,0
Stroma,Tcell,ITGAV,THY1,0.014393510206840496
Bcell,Macrophage,ITGB7,VCAM1,0
Bcell,Stroma,ITGB7,VCAM1,0
Bcell,Tcell,ITGB7,VCAM1,0
Tcell,Stroma,ITGB7,VCAM1,0
Endothelial,Malignant,JAG1,NOTCH1,0
Endothelial,Stroma,JAG1,NOTCH1,0
Endothelial,Malignant,JAG1,NOTCH2,0
Endothelial,Stroma,JAG1,NOTCH2,0
Endothelial,Malignant,JAG1,NOTCH3,0
Endothelial,Stroma,JAG1,NOTCH3,0
Endothelial,Malignant,JAG2,NOTCH1,3.084693147842574e-4
Endothelial,Stroma,JAG2,NOTCH1,1.5967161721993885e-4
Endothelial,Malignant,JAG2,NOTCH2,0.0022804041231835443
Endothelial,Stroma,JAG2,NOTCH2,0.0019216031058789317
Endothelial,Malignant,JAG2,NOTCH3,0
Endothelial,Stroma,JAG2,NOTCH3,0
Malignant,Stroma,JAG2,NOTCH1,2.674417619963233e-4
Malignant,Stroma,JAG2,NOTCH2,0.0032188182149517383
Malignant,Stroma,JAG2,NOTCH3,0
Endothelial,Malignant,JAM2,ITGAV,0
Endothelial,Stroma,JAM2,ITGAV,0
Endothelial,Malignant,JAM2,ITGB1,0
Endothelial,Stroma,JAM2,ITGB1,0
Stroma,Tcell,JAM2,F11R,0
Stroma,Tcell,JAM2,ITGAV,0
Stroma,Tcell,JAM2,ITGB1,0
Tcell,Stroma,JAM3,ITGB2,0
Bcell,Macrophage,LAMA2,CD44,0
Bcell,Malignant,LAMA2,CD44,0
Bcell,Malignant,LAMA2,ITGA1,0
Bcell,Stroma,LAMA2,ITGA1,0
Bcell,Macrophage,LAMA2,ITGA6,0
Bcell,Malignant,LAMA2,ITGA6,0
Bcell,Macrophage,LAMA2,ITGAV,0
Bcell,Malignant,LAMA2,ITGAV,0
Bcell,Stroma,LAMA2,ITGAV,0
Bcell,Tcell,LAMA2,ITGAV,0
Bcell,Macrophage,LAMA2,ITGB1,0
Bcell,Malignant,LAMA2,ITGB1,0
Bcell,Stroma,LAMA2,ITGB1,0
Bcell,Macrophage,LAMA2,ITGB4,0
Bcell,Malignant,LAMA2,ITGB4,0
Bcell,Stroma,LAMA2,ITGB4,0
Macrophage,Stroma,LAMA2,CD44,0
Macrophage,Endothelial,LAMA2,ITGA2,0
Stroma,Tcell,LAMA2,ITGA1,0
Stroma,Tcell,LAMA2,ITGA6,0
Stroma,Tcell,LAMA2,ITGAV,0
Stroma,Tcell,LAMA2,ITGB1,0
Stroma,Tcell,LAMA2,ITGB4,0
Tcell,Stroma,LAMA2,CD44,0
Tcell,Malignant,LAMA2,ITGA1,0
Tcell,Stroma,LAMA2,ITGA1,0
Tcell,Malignant,LAMA2,ITGA6,0
Tcell,Stroma,LAMA2,ITGAV,0
Tcell,Malignant,LAMA2,ITGB1,0
Tcell,Stroma,LAMA2,ITGB1,0
Tcell,Malignant,LAMA2,ITGB4,0
Tcell,Stroma,LAMA2,ITGB4,0
Endothelial,Malignant,LAMA4,CD44,0
Endothelial,Stroma,LAMA4,CD44,0
Endothelial,Stroma,LAMA4,ITGA1,0
Endothelial,Malignant,LAMA4,ITGA6,0
Endothelial,Malignant,LAMA4,ITGAV,0
Endothelial,Stroma,LAMA4,ITGAV,0
Endothelial,Malignant,LAMA4,ITGB1,0
Endothelial,Stroma,LAMA4,ITGB1,0
Endothelial,Malignant,LAMA4,ITGB4,0
Endothelial,Stroma,LAMA4,ITGB4,0
Stroma,Tcell,LAMA4,ITGA1,0
Stroma,Tcell,LAMA4,ITGA6,0
Stroma,Tcell,LAMA4,ITGAV,0
Stroma,Tcell,LAMA4,ITGB1,0
Stroma,Tcell,LAMA4,ITGB4,0
Endothelial,Malignant,LAMB1,CD44,0
Endothelial,Stroma,LAMB1,CD44,0
Endothelial,Stroma,LAMB1,ITGA1,0
Endothelial,Malignant,LAMB1,ITGA6,0
Endothelial,Malignant,LAMB1,ITGAV,0
Endothelial,Stroma,LAMB1,ITGAV,0
Endothelial,Malignant,LAMB1,ITGB1,0
Endothelial,Stroma,LAMB1,ITGB1,0
Endothelial,Malignant,LAMB1,ITGB4,0
Endothelial,Stroma,LAMB1,ITGB4,0
Stroma,Tcell,LAMB1,ITGA1,0
Stroma,Tcell,LAMB1,ITGA6,0
Stroma,Tcell,LAMB1,ITGAV,0
Stroma,Tcell,LAMB1,ITGB1,0
Stroma,Tcell,LAMB1,ITGB4,0
Endothelial,Malignant,LAMC1,CD44,0
Endothelial,Stroma,LAMC1,CD44,0
Endothelial,Stroma,LAMC1,ITGA1,0
Endothelial,Malignant,LAMC1,ITGA6,0.00156712882634484
Endothelial,Malignant,LAMC1,ITGAV,0.014135941544903188
Endothelial,Stroma,LAMC1,ITGAV,0.011185180870334729
Endothelial,Malignant,LAMC1,ITGB1,0
Endothelial,Stroma,LAMC1,ITGB1,0
Endothelial,Malignant,LAMC1,ITGB4,0
Endothelial,Stroma,LAMC1,ITGB4,0
Stroma,Tcell,LAMC1,ITGA1,0
Stroma,Tcell,LAMC1,ITGA6,0.0018212867478694646
Stroma,Tcell,LAMC1,ITGAV,0.011818492533857958
Stroma,Tcell,LAMC1,ITGB1,0
Stroma,Tcell,LAMC1,ITGB4,0
Stroma,Tcell,LGALS1,ITGB1,0
Stroma,Tcell,LGALS1,PTPRC,0
Bcell,Macrophage,LGALS9,CD44,0
Bcell,Malignant,LGALS9,CD44,0
Bcell,Macrophage,LGALS9,HAVCR2,0
Bcell,Tcell,LGALS9,HAVCR2,0
Bcell,Macrophage,LGALS9,PTPRC,0
Bcell,Malignant,LGALS9,PTPRC,0
Endothelial,Malignant,LGALS9,CD44,0
Endothelial,Stroma,LGALS9,CD44,0
Macrophage,Stroma,LGALS9,CD44,0
Tcell,Malignant,LIF,IL6ST,0
Tcell,Stroma,LIF,IL6ST,0
Stroma,Tcell,LPL,SDC1,0
Bcell,Stroma,LTA,EDNRA,0
Bcell,Macrophage,LTA,LTBR,0
Bcell,Malignant,LTA,LTBR,0
Bcell,Stroma,LTA,LTBR,0
Bcell,Macrophage,LTA,TNFRSF14,0
Bcell,Malignant,LTA,TNFRSF14,0
Bcell,Stroma,LTA,TNFRSF14,0
Bcell,Tcell,LTA,TNFRSF14,0
Bcell,Macrophage,LTA,TNFRSF1A,0
Bcell,Malignant,LTA,TNFRSF1A,0
Bcell,Tcell,LTA,TNFRSF1A,0
Bcell,Macrophage,LTA,TNFRSF1B,0
Bcell,Malignant,LTA,TNFRSF1B,0
Bcell,Tcell,LTA,TNFRSF1B,0
Tcell,Stroma,LTA,EDNRA,0
Tcell,Malignant,LTA,LTBR,0
Tcell,Stroma,LTA,LTBR,0
Tcell,Malignant,LTA,TNFRSF14,0
Tcell,Stroma,LTA,TNFRSF14,0
Tcell,Malignant,LTA,TNFRSF1A,0
Tcell,Malignant,LTA,TNFRSF1B,0
Tcell,Stroma,LTA,TNFRSF1B,0
Stroma,Tcell,LTBP1,ITGB5,0
Tcell,Stroma,LTB,CD40,0
Tcell,Malignant,LTB,LTBR,0
Tcell,Stroma,LTB,LTBR,0
Tcell,Malignant,LTB,TNFRSF1A,0
Bcell,Macrophage,LY86,CD180,0
Macrophage,Endothelial,LYZ,ITGAL,0
Malignant,Stroma,MDK,NOTCH2,0
Malignant,Stroma,MDK,SDC3,0
Stroma,Tcell,MFGE8,ITGAV,0.006017841847967655
Bcell,Macrophage,MFNG,NOTCH1,0
Bcell,Stroma,MFNG,NOTCH1,0
Bcell,Stroma,MFNG,NOTCH2,0
Endothelial,Malignant,MFNG,NOTCH1,0
Endothelial,Stroma,MFNG,NOTCH1,0
Endothelial,Malignant,MFNG,NOTCH2,0
Endothelial,Stroma,MFNG,NOTCH2,0
Stroma,Tcell,MMP9,ITGAM,0
Stroma,Tcell,MMP9,ITGB2,0
Bcell,Macrophage,MRC1,PTPRC,0
Bcell,Malignant,MRC1,PTPRC,0
Endothelial,Malignant,NAMPT,INSR,0.0011960485687272729
Endothelial,Malignant,NAMPT,ITGA5,0
Endothelial,Stroma,NAMPT,ITGA5,0
Endothelial,Malignant,NAMPT,ITGB1,0
Endothelial,Stroma,NAMPT,ITGB1,0
Endothelial,Malignant,NID1,ITGAV,0
Endothelial,Stroma,NID1,ITGAV,0
Endothelial,Malignant,NID1,ITGB1,0
Endothelial,Stroma,NID1,ITGB1,0
Endothelial,Malignant,NID1,PTPRF,0
Stroma,Tcell,NID1,ITGAV,0
Stroma,Tcell,NID1,ITGB1,0
Stroma,Endothelial,NID1,PTPRF,0
Stroma,Tcell,NPNT,ITGB1,0
Bcell,Macrophage,PAPLN,SIRPA,0
Bcell,Malignant,PAPLN,SIRPA,0
Bcell,Stroma,PAPLN,SIRPA,0
Tcell,Malignant,PAPLN,SIRPA,0
Tcell,Stroma,PAPLN,SIRPA,0
Tcell,Malignant,PDCD1LG2,RGMB,0
Tcell,Stroma,PDCD1LG2,RGMB,0
Stroma,Tcell,PDGFB,ITGAV,0
Stroma,Tcell,PDGFB,S1PR1,0
Endothelial,Malignant,PGF,NRP1,0
Endothelial,Stroma,PGF,NRP1,0
Endothelial,Stroma,PGF,NRP2,0
Stroma,Tcell,PGF,NRP1,0
Bcell,Macrophage,PLA2G2A,ITGA5,0
Bcell,Malignant,PLA2G2A,ITGA5,0
Bcell,Stroma,PLA2G2A,ITGA5,0
Bcell,Macrophage,PLA2G2A,ITGAV,0
Bcell,Malignant,PLA2G2A,ITGAV,0
Bcell,Stroma,PLA2G2A,ITGAV,0
Bcell,Tcell,PLA2G2A,ITGAV,0
Bcell,Macrophage,PLA2G2A,ITGB1,0
Bcell,Malignant,PLA2G2A,ITGB1,0
Bcell,Stroma,PLA2G2A,ITGB1,0
Macrophage,Endothelial,PLA2G2A,ITGA5,0
Stroma,Tcell,PLA2G2A,ITGA5,0
Stroma,Tcell,PLA2G2A,ITGAV,0
Stroma,Tcell,PLA2G2A,ITGB1,0
Tcell,Malignant,PLA2G2A,ITGA5,0
Tcell,Stroma,PLA2G2A,ITGA5,0
Tcell,Stroma,PLA2G2A,ITGAV,0
Tcell,Malignant,PLA2G2A,ITGB1,0
Tcell,Stroma,PLA2G2A,ITGB1,0
Macrophage,Endothelial,PLAU,ITGA5,0
Macrophage,Endothelial,PLAU,ITGB5,0
Stroma,Tcell,PLAU,ITGA5,0
Stroma,Tcell,PLAU,ITGAM,0
Stroma,Tcell,PLAU,ITGAV,0
Stroma,Tcell,PLAU,ITGB1,0
Stroma,Tcell,PLAU,ITGB2,0
Stroma,Tcell,PLAU,ITGB5,0
Stroma,Tcell,PLAU,MRC2,0
Endothelial,Malignant,PLEKHO2,PDGFRB,0
Tcell,Stroma,PLEKHO2,PDGFRB,0
Stroma,Tcell,POSTN,ITGAV,0.03680334923069765
Stroma,Tcell,POSTN,ITGB5,0.04813990939444733
Endothelial,Malignant,PROS1,AXL,0
Stroma,Tcell,PROS1,AXL,0
Malignant,Stroma,PSEN1,NCSTN,0
Malignant,Stroma,PSEN1,NOTCH1,0
Malignant,Stroma,PSEN1,NOTCH2,0
Malignant,Stroma,PSEN1,NOTCH3,0
Malignant,Stroma,PTN,SDC3,0
Bcell,Macrophage,PTPRC,MRC1,0
Tcell,Stroma,RGMA,BMPR2,0
Tcell,Stroma,RSPO3,SDC4,0
Bcell,Macrophage,SELE,CD44,0
Bcell,Malignant,SELE,CD44,0
Bcell,Macrophage,SELE,GLG1,0
Bcell,Tcell,SELE,GLG1,0
Endothelial,Malignant,SELE,CD44,0
Endothelial,Stroma,SELE,CD44,0
Tcell,Stroma,SELE,CD44,0
Tcell,Stroma,SELPLG,ITGB2,0
Bcell,Macrophage,SEMA4A,LILRB2,0
Bcell,Macrophage,SEMA4A,NRP1,0
Bcell,Malignant,SEMA4A,NRP1,0
Bcell,Stroma,SEMA4A,NRP1,0
Bcell,Macrophage,SEMA4A,PLXNA1,0
Bcell,Malignant,SEMA4A,PLXNA1,0
Bcell,Stroma,SEMA4A,PLXNA1,0
Bcell,Macrophage,SEMA4A,PLXNA3,0
Bcell,Malignant,SEMA4A,PLXNA3,0
Bcell,Stroma,SEMA4A,PLXNA3,0
Bcell,Macrophage,SEMA4A,PLXNB1,0
Bcell,Malignant,SEMA4A,PLXNB1,0
Bcell,Stroma,SEMA4A,PLXNB1,0
Bcell,Macrophage,SEMA4A,PLXNB2,0
Bcell,Malignant,SEMA4A,PLXNB2,0
Bcell,Stroma,SEMA4A,PLXNB2,0
Bcell,Macrophage,SEMA4D,CD72,0
Bcell,Macrophage,SEMA4D,ERBB2,0
Bcell,Malignant,SEMA4D,ERBB2,0
Bcell,Stroma,SEMA4D,ERBB2,0
Bcell,Macrophage,SEMA4D,PLXNB1,0
Bcell,Malignant,SEMA4D,PLXNB1,0
Bcell,Stroma,SEMA4D,PLXNB1,0
Bcell,Macrophage,SEMA4D,PLXNB2,0
Bcell,Malignant,SEMA4D,PLXNB2,0
Bcell,Stroma,SEMA4D,PLXNB2,0
Tcell,Stroma,SEMA4D,ERBB2,0
Tcell,Stroma,SEMA4D,PLXNB1,0
Tcell,Stroma,SEMA4D,PLXNB2,0
Bcell,Malignant,SEMA7A,ITGA1,0
Bcell,Stroma,SEMA7A,ITGA1,0
Bcell,Macrophage,SEMA7A,ITGB1,0
Bcell,Malignant,SEMA7A,ITGB1,0
Bcell,Stroma,SEMA7A,ITGB1,0
Stroma,Tcell,SEMA7A,ITGA1,0
Stroma,Tcell,SEMA7A,ITGB1,0
Stroma,Tcell,SERPINE1,ITGAV,0
Stroma,Tcell,SERPINE1,ITGB5,0
Tcell,Stroma,SIRPG,CD47,0
Bcell,Macrophage,SLIT2,APP,0
Bcell,Malignant,SLIT2,APP,0
Bcell,Stroma,SLIT2,APP,0
Bcell,Stroma,SLIT2,ROBO1,0
Bcell,Macrophage,SLIT2,SDC1,0
Bcell,Malignant,SLIT2,SDC1,0
Bcell,Stroma,SLIT2,SDC1,0
Stroma,Tcell,SLIT2,APP,0
Stroma,Tcell,SLIT2,SDC1,0
Tcell,Malignant,SLIT2,APP,0
Tcell,Stroma,SLIT2,APP,0
Tcell,Stroma,SLIT2,ROBO1,0
Tcell,Malignant,SLIT2,SDC1,0
Tcell,Stroma,SLIT2,SDC1,0
Bcell,Macrophage,SNCA,LAG3,0
Bcell,Malignant,SNCA,LAG3,0
Bcell,Stroma,SNCA,LAG3,0
Bcell,Tcell,SNCA,LAG3,0
Stroma,Tcell,SORBS1,ITGA1,0
Stroma,Tcell,SORBS1,ITGB5,0
Stroma,Tcell,SPON1,APP,0
Stroma,Tcell,SPON2,ITGA5,0
Stroma,Tcell,SPON2,ITGAM,0
Stroma,Tcell,SPON2,ITGB1,0
